sentence,true_label,predicted_label,source
"Utilizing individual-level (March Current Population Survey) and country-level data (the United Nations Human Development Reports), we show that among immigrants who have resided in the U.S. between 6 and 20 years, self-reported health is more favorable for the immigrants in the former category (i.e., greater income inequality) than those in the latter (i.e., lower income inequality).",1,0,Haber
"However, serum folate levels were decreased in postadolescent acne patients.",1,0,Pubmed data.csv
 We would postulate that SMS could affect peoples adherence to preventive programs.,1,0,Pubmed data.csv
The move boosts Intelogic Chairman Asher Edelman's stake to 20 % from 16.2 % and may help prevent Martin Ackerman from making a run at the computer-services concern.,1,0,ctb
"In regular users of multivitamin supplements, the risk of nuclear opacification was reduced by one third; in regular users of vitamin E supplements and persons with higher plasma levels of vitamin E, the risk was reduced by approximately half.",1,0,Pubmed data.csv
"Fracture risk was site specific, changing from a pattern associated with obesity to a pattern typical of osteoporosis after surgery.",1,0,Pubmed data.csv
"The drop was caused by the recession and the usual seasonal factors , with fruit and vegetable prices lower in the summer months .",1,0,semeval
"Champion swimmer turned top box - office draw in 40s and 50s Esther Williams , the swimming champion turned actress who starred in glittering and aquatic Technicolour musicals of the 1940s and 1950s , has died .",0,1,esl2
"In the city of Shifang , the collapse of two chemical plants led to leakage of some 80 tons of liquid ammonia , with hundreds of people reported buried .",1,0,altlex
The use of cochlear implants in young children was associated with better spoken language learning than would be predicted from their preimplantation scores.,1,0,Haber
"Although a principally exploitative relationship between owners and drivers does not necessarily improve intergroup relations, familiarity with intergroup economic ties may explain the lack of ethnic bias in the laboratory game.",1,0,Ssc
The Lancet Diabetes   Endocrinology  Genetic study casts further doubt that vitamin D prevents the development of type 2 diabetes,1,0,Press_Release
"However, there are also reasons to think that the treatment will lead to low contributions, since the reaction to the comprehension/advice combination may be defensive.",1,0,Ssc
There was a striking U-shaped relationship between FPG levels and in-hospital and 3-year mortality.,1,0,Haber
"Screening with colonoscopy in average-risk persons was associated with reduced risk for diagnosis of incident late-stage CRC, including right-sided colon cancer.",1,0,Haber
"Our findings show that sleep deprived people appear less healthy, less attractive, and more tired compared with when they are well rested.",1,0,Haber
"Family history of type 2 diabetes (particularly FH1) is associated with both increased risk of becoming overweight/obese and with a greater susceptibility to the negative consequences of increasing body fat, probably as a consequence of an increased propensity to accumulate ectopic (nonsubcutaneous) fat.",1,0,Haber
"Anthropometric measures were influenced by household and community variation in the mixed-effects, multi-level regression models.",0,1,Haber
"Both colds and flu cause inflammation of the mucous membranes (found in the nose , throat and mouth) .",1,0,semeval
"But in recent weeks, construction-industry sources reported that early preparation work was slowing at the 185-acre site.",0,1,ctb
Fire at Waitrose supermarket may have been arson,1,0,esl2
Chargers ’ Jamal Williams Arrested For DUI Chargers defensive tackle Jamal Williams was arrested early Sunday for suspicions of driving under the influence .,0,1,esl2
Gaza following the widespread destruction caused by the Israeli invasion .,1,0,semeval
"A man who was fired last week from his job at an accounting firm in suburban Detroit walked into his former office with a shotgun on Monday and shot three people , killing one , before fleeing and leading police officers on a high - speed chase , the authorities said .",1,0,esl2
"With iterpipes , python is ready to replace the bash shell for scripting .",0,1,semeval
Westinghouse also expects its international sales to soon grow to 25 % of total corporate sales from 20 % last year.,0,1,ctb
"However, the non-monotonicity between observability and deterrence we observe is troubling, because it suggests that simply increasing the ability to monitor outside threats may not lead to better outcomes, and it leaves us unsure about what level of observability is required to generate better outcomes.",1,0,Ssc
The present findings demonstrate that CX3CR1 plays a pivotal role in recruitment of T cells into the bone marrow in acquired AA,1,0,Haber
"Arriving Soviet troops caused uprisings against German government in Eastern European countries , but all of those failed to succeed unless helped by the Soviets .",1,0,altlex
"Klitschko finished the fight five rounds sooner than when knocking out Thompson in the 11th of their first title fight in 2008 . Thompson , who was the mandatory challenger nominated by the IBF , fell to 36 - 3 ( 24 KO ) .",0,1,esl2
"A convicted sex offender sentenced to life in prison pulled a gun on two guards during a prison transfer Monday and held them hostage temporarily before fleeing on foot in one of the guard's uniforms , authorities said . Comeaux , 49 , took the officers' weapons and handcuffed them together in the back of the vehicle before fleeing on foot at around 9 a . m . , Lyons said .",0,1,esl2
The length of day and night could be changed ( AKA re-programmed ) every day in order to account for the changing lengths of day and night throughout the year .,1,0,altlex
"Clinicians should recognize that an array of factors may contribute to gait and physical dysfunction in older adults with type 2 diabetes, and be prepared to assess and intervene appropriately.",0,1,Pubmed data.csv
"A strong earthquake struck off Indonesia's Aceh province on Tuesday , damaging houses and injuring at least five people .",1,0,esl2
The lifetime risk for rupture of a brain aneurysm depends heavily on the patient's overall load of risk factors.,1,0,Press_Release
Preliminary experiments seemed to support this idea in that the quenches produced the predicted high vortex-densities .,1,0,semeval
"Among adolescents followed up over 2 years, there was a statistically significant but modest association between higher frequency of digital media use and subsequent symptoms of ADHD.",1,0,Haber
"The second injury also started from the aforementioned collision , but has only recently re-surfaced .",1,0,semeval
"HIV-infected men have higher mortality on ART than women in South African programmes, but these differences are only partly explained by more advanced HIV disease at the time of ART initiation, differential LTF and subsequent mortality, and differences in responses to treatment.",1,0,Haber
The discomfort from the injury was now precluding him from his occupation which involved prolonged procedures in the standing position .,1,0,semeval
"Uptake of cervical cancer screening is common in the United States, with large socioeconomic disparities also evident.",0,1,Pubmed data.csv
"A brief telephone-based intervention with a focused message delivered by a registered dietitian is a feasible approach for encouraging targeted dietary changes, such as an increase in soy intake among peri- and postmenopausal women.",1,0,Pubmed data.csv
"Gunman kills 1 , wounds 2 at accounting office An accounting firm employee who was fired last week shot and killed a woman and wounded two men Monday at the suburban Detroit building where he worked , then led officers on a high - speed chase , police said .",1,0,esl2
"Among patients  with chronic HCV infection and advanced hepatic fibrosis, sustained virological  response to interferon-based treatment was associated with lower all-cause  mortality.",1,0,Haber
"Increased duration of beedi rolling, advancing age and presence of diabetes were the independent correlates of potential TON.",1,0,Pubmed data.csv
Russian withdrawal from the war in late 1917 as a result of the October Revolution meant that Romania was forced to sign an armistice with the Central Powers on 9 December 1917 .,1,0,altlex
"Lindsay Lohan checked into California's Betty Ford Center rehab facility late Thursday , dodging arrest after whirlwind confusion surrounding the actress' whereabouts , sources told the Daily News . It's the same place the troubled starlet sought help in 2010 , where she got into a physical altercation with a staffer .",0,1,esl2
"When controlling for other factors, the authors report no differences in care based solely on payor type.",1,0,Pubmed data.csv
"CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov, NCT01056406.",0,1,Pubmed data.csv
"A week ago, you started a new prescription medication for acne.",0,1,Press_Release
"Chronic kidney disease was associated with an increased risk of stroke or systemic
thromboembolism and bleeding among patients with atrial fibrillation. Warfarin
treatment was associated with a decreased risk of stroke or systemic thromboembolism among patients with chronic kidney disease, whereas warfarin and aspirin
were associated with an increased risk of bleeding.",0,1,Haber
Insomnia is linked to increased risk of heart failure,1,0,Press_Release
Intensive dialysis in pregnant women with kidney failure benefits mother and baby,1,0,Press_Release
"His half - brother , Jonathan Carrasquillo , 24 , who allegedly instructed Lopez to take care of their enemies , is also on trial for murder .",1,0,esl2
Multidisciplinary integrated care resulted in improved quality of care for elderly people in residential care facilities compared with usual care.,1,0,Haber
"Among community-dwelling decedents of the Health and Retirement Study, there
was an independent association between obesity and reduced hospice service utilization, and inhome death, and higher Medicare expenditures in the last six months of life.",1,0,Haber
"Arrested by the CHP on suspicion of drunken driving , he was booked into county jail and later released on bond .",1,0,esl2
Two years ago I made cranberry sauce to die for .,0,1,semeval
The curse would make him lose his soul and become evil again if he became really happy .,1,0,altlex
Larger and longer-term studies are needed to confirm the findings and better understand  processes of change.,0,1,Pubmed data.csv
A simple MP intervention had no effect on ADL function.,1,0,Haber
A 23 - year - old man has been charged with the murders of his mother and sister .,1,0,esl2
"Although more patients with appropriate indications had obstructive CAD and underwent revascularization ( P  < 0.001), a substantial proportion of those with inappropriate or uncertain indications had important coronary disease.",1,0,Haber
Undersea internet cables severed near Egyptian coast line,0,1,esl2
Hannigan described her approach to the character through Willow 's reaction to a particular moment : Willow sadly tells Buffy that her Barbie doll was taken from her as a child .,0,1,altlex
"Among 454 patients who were randomized (mean age, 61.1 years; women, 54.8%; mean baseline hemoglobin level, 9.1 g/dL), 96.3% completed the trial. At week 12, the number of hemoglobin responders was significantly greater for ferric carboxymaltose vs placebo (92.2% [200 patients] for the ferric carboxymaltose group vs 54.0% [115 patients] for the placebo group; absolute difference, 38.2% [95% CI, 33.6%-42.8%]; P = .001).",1,0,Haber
"Use of exome sequencing improved the ability to identify the underlying gene mutations in patients with biochemically defined defects affecting multiple mitochondrial respiratory chain complexes (enzymes that are involved in basic energy production), according to a study in the July 2 issue of JAMA.",1,0,Press_Release
But the earthquake triggered by the eruption of Thera struck first .,1,0,semeval
These findings contribute to the growing body of literature exploring psychosocial factors in T1DM.,0,1,Pubmed data.csv
"Comeaux escaped with a 12 - gauge shotgun and 2 semiautomatic pistols . His supervision was revoked and he returned to prison in May 1984 with a new charge of indecency with a child , given a new 20 year sentence .",0,1,esl2
A childhood obesity intervention with electronic decision support for clinicians and self-guided behavior-change support for parents may be more cost-effective than previous clinical interventions.,1,0,Pubmed data.csv
"Of course , football is the ultimate team game and fellow Charger Vincent Jackson was arrested last month for DUI as well .",1,0,esl2
No other adipose variable was significant.,1,0,Pubmed data.csv
"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region . According to the US Geological Survey , the quake hit at a depth of 10 kilometers ( 6 miles ) in the Northern Province of Aceh .",0,1,esl2
"On this basis , the vibronically coupled CD bands of lutein diacetate are attributed to an excitonic interaction arose from the twisted nematic layers .",1,0,semeval
"Decreases in the fairness of managerial behaviours were linked to increases in insomnia symptoms, whereas rises in fairness were associated with reduced insomnia symptoms.",1,0,Haber
"Because Columbia now must sell the bonds within five years, accounting rules require the thrift to value the bonds at the lower of cost or market prices.",1,0,ctb
"A linear regression with random effects with RT as the dependent variable shows a marginally significant effect of SVO (B ¼ À0.58, 95% CI [À1.27 to 0.11], P value ¼ 0.1), and a significant effect of trial number (B ¼ À0.01, 95% CI [À0.011 to À0.0091], P value < 0.001, Wald v 2 ¼ 413.20).",0,1,Ssc
Birchwood and Stockton Heath were called to the scene after pyrotechnics used during one of the performances caused a fire on the main stage .,1,0,semeval
"The only significant revision came in the Casey decision (1992), which made viability even more important.",1,0,because
"High ambient temperature was significantly associated with preterm birth for all mothers, regardless of maternal racial/ethnic group, maternal age, maternal education, or sex of the infant.",1,0,Haber
"Point-of-care CD4 testing enabled clinics to stage patients rapidly on-site after enrolment, which
reduced opportunities for pretreatment loss to follow-up.",1,0,Haber
The earthquake 's epicenter and focal-mechanism are consistent with it having occurred as the result of movement on the Longmenshan fault or a tectonically related fault .,1,0,altlex
Williams was pulled over by the California Highway Patrol for speeding in a San Diego freeway .,1,0,esl2
"The highest rates of infection were in children, with 47 per cent of those aged five to 19 showing signs of having caught the virus.",1,0,Press_Release
The risk of developing MS associated with different HLA genotypes may be influenced by exposure to passive smoking.,1,0,Haber
Additional studies are needed to clarify the mechanisms and possible concomitant factors underlying the obesity paradox in NSCLC.,0,1,Pubmed data.csv
Lavender is excellent in the reatment of headaches from fatigue and exhaustion .,1,0,semeval
More research is needed to better understand this association.,0,1,Pubmed data.csv
"Seemingly , multitasking would cause a computer that is switching between several programs to run more slowly , in direct proportion to the number of programs it is running , but most programs spend much of their time waiting for slow input/output devices to complete their tasks .",1,0,altlex
The Obama administration supports ending the use of antibiotics for growth and feed efficiency in food animals .,1,0,semeval
"Although the highest mortality risk occurred in those with both limitations (group 4), this pointwas estimate  not statistically significantly different when compared with those with cognitive or mobility limitations alone.",1,0,Haber
"Tens of thousands of striking workers and civil servants took to the streets and masked youths clashed with police in riot gear , who responded with steady rounds of tear gas and flash bombs which clouded the city centre .",1,0,esl2
The transmitter emits a constant radio signal to crea .,1,0,semeval
"Overall, the follow-up of triage patients showed lower health-related quality of life than an age- and sex-matched control population.",1,0,Pubmed data.csv
This novel institution-wide QT alert system identified patients with a high risk of mortality.,1,0,Haber
German concentration camps and Soviet gulags caused a lot of death .,1,0,altlex
"This study  suggests that lower weight men have an increased risk of attempted suicide and that  associations may extend into the ""normal"" BMI range.",1,0,Haber
The team prepared GIS precipitation and contour maps of the area (approximately 777 square miles) depicting the landforms and identifying the flooding and landslides caused by the rainfall .,1,0,semeval
An important challenge for the new administration was to address the insecurity and poverty caused by civil war .,1,0,semeval
"This program is an effective step to mitigate damage from hurricanes , but let us not forget this is a retroactive measure .",1,0,semeval
"Gangbangers who allegedly killed mom of 12 in crossfire begin trial Zurana Horton was killed when the accused thugs Andrew Lopez , 20 and Jonathan Carrasquillo , 24 , were spraying bullets from a rooftop in Brownsville , Brooklyn and one richocheted off a wall .",0,1,esl2
These associations were not impacted by menopausal status.,1,0,Pubmed data.csv
"These results do not support a direct (causal) association between benzodiazepine use and dementia, say the researchers.",1,0,Press_Release
King said after the Sixers were eliminated in the first round of the playoffs by Detroit that he planned to bring O'Brien back .,1,0,esl2
Hypertension appears to be associated with a doubling of the risk of future ESRD in an otherwise healthy adolescent population,0,1,Haber
Surgical resection with SRS may improve outcomes in patients with a limited number of large BMs compared with SRS alone.,1,0,Pubmed data.csv
"Compared with mammography screening participants, non-participants were more likely to discontinue adjuvant hormone therapy, with an adjusted hazard ratio (HR) of 1.30 (95% CIs, 1.11 to 1.53).",1,0,Haber
"""The outage initially affected all SEACOM traffic to Europe , however SEACOM was able to restore some services by Saturday afternoon [ 8 October 2011 ] . """,1,0,esl2
"In critically ill children, withholding parenteral nutrition for 1 week in the ICU was clinically
superior to providing early parenteral nutrition.",1,0,Haber
There was no difference in prevalence and timing of diagnosis between age groups.,1,0,Pubmed data.csv
Large Riot Breaks Out In Brooklyn During Vigil For Teen Shot 11 Times By Police,1,0,esl2
"Among participants with severe obesity, there was substantial weight loss 3 years after bariatric surgery, with the majority experiencing maximum weight change during the first year.",1,0,Pubmed data.csv
"In exome sequencing, researchers selectively and simultaneously target and map all of the portions of the genome where exons reside.",0,1,Press_Release
"Women who exercise regularly spend as much time sitting as women who don't, according to a new Northwestern Medicine study.",1,0,Press_Release
"In September 1962 , photo interpreters from the Defense Intelligence Agency ( DIA ) noticed that Cuban surface-to-air missile sites were arranged in a pattern similar to those used by the Soviet Union to protect its ICBM bases , leading the wary Agency to lobby for the resumption of U-2 flights over the island .",1,0,altlex
A second man has fallen to his death in Aoraki Mount Cook National Park . The man aged in his early 30s fell about 600m while climbing near the Mount Sefton Bivvy on Saturday afternoon .,0,1,esl2
Farewell to another piece of Mat Maid fast - moving fire destroyed the historic Matanuska Maid warehouse early this morning .,1,0,esl2
Registered on 2 April 2009.,0,1,Pubmed data.csv
"For East Asian women, overweight, late menopause, and lack of breastfeeding appear to increase risk of both luminal and ER-PR- tumors.",1,0,Pubmed data.csv
"Non-mass enhancement in the setting of a known index cancer, older age, a landmark, and larger lesion size is more likely to be malignant.",1,0,Pubmed data.csv
Measuring blood lipids may aid in counseling individual women about initiating MHT and cardiovascular risk mitigation.,0,1,Pubmed data.csv
Depression severity before surgery and changes in depression scores  were found to be major predictors of HRQoL after bariatric surgery.,1,0,Pubmed data.csv
"A large plant in Covington, Ga., is to come on line next year.",0,1,ctb
My cousins have some fun sliding down the steps in a laundry basket .,0,1,semeval
"Using within-individual models, there was an overall association between SSRIs and violent crime convictions (hazard ratio [HR] = 1.19, 95% CI 1.08–1.32, p < 0.001, absolute risk = 1.0%).",1,0,Haber
His solution was to pay the Danes off : for almost 20 years he paid increasingly large sums to the Danish nobles in an attempt to keep them from English coasts .,1,0,altlex
"According to the US Geological Survey , the quake hit at a depth of 10 kilometers ( 6 miles ) in the Northern Province of Aceh .",0,1,esl2
"Robert Buckley , 32 , fell about 2 , 000 feet while climbing to a small hut on Mount Sefton in the Aoraki - Mount Cook national park on Saturday , police said .",1,0,esl2
"Among the control individuals, females had a significantly shorter NT than males.",1,0,Pubmed data.csv
"The relationship between IOP, glaucoma, and  obesity deserves further study.",0,1,Pubmed data.csv
ADHD was associated with significantly increased mortality rates.,1,0,Haber
Some of this controversy relates to the fact that this score-centric approach has led to performing styles that emphasize metrically strict block-rhythms ( just as the music is notated in the score ) .,1,0,altlex
Wladimir Klitschko defeats Tony Thompson in six rounds,0,1,esl2
One of the largest Internet piracy rings in the world has been shut down in a police operation that resulted in the arrest of 181 people .,1,0,semeval
"Pilates and walking positively impact quality of life, depression and anxiety.",1,0,Pubmed data.csv
"First, we will describe the characteristics of the commons dilemma and the search for solutions.",0,1,Ssc
"Ryan Boyette , a former aid worker who lives in Sudan who is now leading a team of 15 citizen journalists , said he talked to five aid workers in the Yida camp , all of whom said that four bombs were dropped but that they caused no casualties .",1,0,esl2
"Earnings at Xerox's financial-services operations actually rose slightly, but that was largely because capital gains at Crum amp Forster offset Hurricane Hugo payments and the reserves set up to cover future payments.",1,0,ctb
- The adoption of a comprehensive preoperative multidisciplinary approach led to significant improvements in the postoperative outcomes and also in the compliance to the postoperative follow-up.,1,0,Pubmed data.csv
In January 1941 secret high level staff talks with the British began for the purposes of determining how to defeat Germany should the US enter the war .,1,0,altlex
Consumption of non–cow’s milk beverages was associated with decreased serum 25-hydroxyvitamin D levels in early childhood,0,1,Haber
"The group's average contribution across periods 1-16 (""Contribution P1-16"") has a significantly positive impact on the probability of appointing a leader in period 17 and in period 21.",1,0,Ssc
"Miss Rachel Bates , court clerk , said : ""He is at risk of causing harm to himself and causing harm to others as well .",1,0,esl2
"Communication provides greater opportunity for cooperation, but that opportunity may either not be used, ineptly used, or used for deceit and vituperation [p. 22].",1,0,Ssc
"Patients receiving higher doses of prescribed opioids are at  increased risk for overdose, which underscores the need for close supervision of these patients.",1,0,Haber
"Tiger Woods ' mother-in-law was released from the hospital Tuesday , 11 hours after a pre-dawn emergency call was made from his Florida mansion because she was suffering from stomach pains .",0,1,semeval
"Behind her another mother was seen shot in her arm before staggering against a wall while trying to hide her own son from the alleged gang members' stray gunfire from a nearby rooftop . Prosecutors say Andrew Lopez , 20 , an alleged 8 Block gang member fired the shots meant for rival gang members from the Howard Projects while his brother Jonathan Carrasquillo , 24 , gave the orders .",0,1,esl2
"Results suggest a stress internalization process that, for the first time, links parental incarceration with obesity among women.",1,0,Haber
Grapefruit juice causes more of these drugs to enter the blood .,0,1,semeval
"Nevertheless, individuals may form beliefs about who sanctioned them based on who sanctioned others, and may attempt to counter-punish based on this information.",1,0,Ssc
Prosecutor Terry White told The Post a couple hours after a court hearing — where Lohan ’ s lawyer Mark Heller said she was “ ensconced in the bosom ” of Morningside Recovery in Newport Beach — “ I hear she ’ s on her way to LAX and getting on a flight back to New York . ”,1,0,esl2
"In this retrospective analysis of US women, bariatric surgery was associated with lower rates of hypertensive disorders in subsequent pregnancy.",1,0,Haber
"“ My client is ensconced in the bosom of that facility right now , ” Heller argued after a prosecutor objected to Lohan ’ s choice of facilities .",1,0,esl2
New Delhi / Mumbai : An Indian warship foiled a five - boat pirate attack on merchant vessels transiting the Gulf of Aden on Friday capturing 26 Somani brigands on three of the skiffs and confiscating their weapons .,1,0,esl2
"JERUSALEM ( AP ) _ Taking the stand in her own defense, a friend of Yitzhak Rabin's assassin said Friday that she regretted calling the prime minister a traitor and praying for his death. Margalit Har - Shefi, 22, has pleaded innocent to charges that she failed to report Yigal Amir's plan to kill Rabin.",0,1,ctb
"The MUC5B promoter polymorphism was found to be associated with interstitial
lung disease in the general population.",1,0,Haber
Perinatal depression was frequent and associated with febrile illness in the offspring.,1,0,Haber
"The findings provide support for an integrated model in which changes in DNA methylation, resulting from neighborhood crime, can result in an increase or decrease in gene activity which, in turn, influences depressive symptoms.",1,0,Haber
"Cromwell was given the title Lord Protector in 1653 , making him ` king in all but name ' to his critics .",1,0,altlex
"Serum linoleic acid and very-long-chain n-3 PUFAs, partly reflecting vegetable oil and fish intake, respectively, were inversely associated with all-cause mortality.",1,0,Pubmed data.csv
About 26 domestic flights were cancelled from July 26 to 27 due to heavy rains and strong winds .,1,0,altlex
These results suggest that the shared outcomes involved in cooperation did increase cohesiveness.,1,0,Ssc
"Independent of known cardiovascular risk factors, HDL was found to be positively associated with hypertension in subjects with a high level of circulating CD34-positive cells but not for subjects with low circulating CD34-positive cells.",1,0,Pubmed data.csv
The association of high PCT and CRP was no more predictive of mortality than high CRP.,1,0,Pubmed data.csv
These results are consistent with the view that wellness visits improve screening rates and thus serve to reduce cancer burden.,1,0,Pubmed data.csv
Short-term disability and long-term disability benefits are available at no cost to USTelecom employees .,1,0,semeval
"Individuals who participated in RE during cancer survival had a lower risk for all-cause mortality, and the association was stronger in older individuals.",1,0,Haber
We observed higher total all-cause health care costs among T2DM patients with a fixed copay (vs. coinsurance) pharmacy benefit.,1,0,Pubmed data.csv
"Brain scans revealed that people with no symptoms of Alzheimer's who engaged in cognitively stimulating activities throughout their lives had fewer deposits of beta-amyloid, a destructive protein that is the hallmark of the disease.",1,0,Press_Release
Separation from a parent during childhood was associated with elevated risk for  subsequent violent offending versus those who lived continuously with both parents.,1,0,Haber
The wounds caused by the scourging and the thorns are almost invisible .,1,0,semeval
The cathode emits electrons .,1,0,semeval
Concerns the Japanese might use bases in Vichy-held Madagascar caused the British to invade the island in early May 1942 .,1,0,altlex
Obstetric care providers may use our findings in counseling this special population of prenatal patients.,0,1,Pubmed data.csv
Landslides caused the majority of the deaths .,1,0,semeval
"We need to do some things to strengthen the infrastructure we have, the over-the-counter derivative market, the tri-party repossession market, and that which is secured financing between institutions, and we need to do that so that the appearance and the reality that institutions are too interconnected to fail no longer exists, and we are going to need broader emergency authorities for the resolution or wind-down of complex financial institutions that don't have Federal deposit insurance.",1,0,because
"Shortly after takeoff , an apparent systems malfunction has caused the inadvertent launch of an AIM-9 Sidewinder missile .",1,0,semeval
"In a person who already has some neck tension from stress , such an event can lead to a long-term increase of neck tension .",1,0,semeval
"Japanese prisoner-of-war camps , many of which were used as labour camps , also caused a lot of deaths .",1,0,altlex
Regional anesthesia reduces complications and death for hip fracture patients,1,0,Press_Release
"Matanuska Maid Building Burns Down Alaska lost part of its history on Tuesday , when a pre - dawn blaze demolished the old Matanuska Maid Dairy warehouse building in Palmer .",1,0,esl2
Through some mechanismperhaps biological (Trivers 1971) -cooperation on the part of one individual in a dilemma situation enhances the probability that others will cooperate later in that same situation or a similar one.,1,0,Ssc
Depression may increase the risk of kidney failure,1,0,Press_Release
The wire had caused a slight injury on the ventral side of the neck and at the base of horns .,1,0,semeval
The astronauts used the orbiter boom sensor system mounted on the end of the shuttle ' s robotic arm .,0,1,semeval
"After adjusting for maternal age, marital status, education, pregnancy intention, stressful life events, third-trimester use of tobacco and alcohol and gestational age at delivery, physical violence by an intimate partner around the time of pregnancy was positively but non-significantly associated with excessive (but not deficient) gestational weight gain",1,0,Haber
"A series of Jacobite rebellions broke out in an attempt to restore the Stuart monarchy , but all ultimately failed .",1,0,altlex
Intake of TFAs is high in Iranian homes and contributes to a sizeable proportion of CHD events.,1,0,Pubmed data.csv
Protein intake exceeding the RDA did not increase LBM,1,0,Haber
The rescue teams found 17 of the 25 crew thrown into the sea when the tanker caught fire after the collision .,1,0,semeval
Severe maternal hearing loss is associated with  significantly increased adolescent distress.,1,0,Haber
Iraq could start hostilities with Israel either through a direct attack or by attacking Jordan.,0,1,ctb
"Michael Swavely, president of Compaq's North America division, attributed the company's third-quarter performance to continued increases in international sales, which accounted for 43 % of the company's sales, a 74 % increase from a year earlier. "" Over the next couple of years we would not be surprised to see Europe and international { sales } represent 50 % of the company's revenues, "" he said.",0,1,ctb
The influx caused a further drain on the country ' s already scanty resources .,1,0,semeval
This situation was not helped by the now stretched supply lines as a result of their rapid advance over devastated ground .,1,0,altlex
Women with an initial EP have a lower chance of conception than those who miscarry but an increased risk of a repeat EP in comparison with all three comparison groups.,1,0,Haber
The demise of the bees has been caused by the globalization of commerce .,1,0,semeval
The worst devastation around us has been caused by the abject failure of religious education .,1,0,semeval
Intra-abdominal organomegaly was related to  nutritional status independently from renal function deterioration.,1,0,Pubmed data.csv
"In one case , the waterjet caused a large gouge on the bottom side of a a copper/ wood/copper piece .",1,0,semeval
"We reported a modest excess of cancer cases in the WTC-exposed cohort. We remain cautious in our interpretation of this finding because the time since 9/11 is short for cancer outcomes, and the reported excess of cancers is not limited to specific organ types.",1,0,Haber
"Children of mothers in the intervention group were at lower risk for behavioral concerns at 24 months and socioemotional problems at 48 months in Miami, and lower risk for hyperactive behavior at 60 months in Los Angeles.",1,0,Haber
"When the church fire destroyed church records , I suspected foul play , but knew that it was probably just chance . Now that the Dairy has burned , and foul play seems clear , there is an unmistakable pattern .",1,0,esl2
"Total sleep duration is shorter and punctuated by more frequent waking at night, the research shows.",1,0,Press_Release
An urgent need exists for earlier HIV diagnosis  and better prevention of dyslipidemia in China.,0,1,Pubmed data.csv
Use of sulfonylureas compared with metformin for initial treatment of diabetes was associated with an increased hazard of CVD events or death.,0,1,Haber
Historic Mat Maid warehouse burns,0,1,esl2
"In preschool-age children, an intensive 6-month behavioral skills-based intervention is necessary to reduce obesity.",1,0,Pubmed data.csv
"Fidelity's junk fund has fallen 2.08 % this year through Oct. 19, Lipper says;",0,1,ctb
This equilibrium arises because with more than one person contributing at least one contribution is wasted because that second person would be better off by not contributing.,1,0,Ssc
"After the war , as the Midway was preparing for retirement , she was called upon one last time to the Philippines to help with an evacuation after the eruption of Mt . Pinatubo .",1,0,semeval
"Stocks rose, pushing the Dow Jones industrial average up 72.24 points, to 8,189.49, leaving the index within 70 points of its record high set on Aug. 6.",0,1,ctb
"Besides, the relationship between increase of dietary  diversity and risk of obesity should be treated circumspectly.",1,0,Pubmed data.csv
"There were the years of constant fatigue and shortness of breath , the heart attack at age 11 , the collapse from exhaustion on her high school graduation night .",1,0,semeval
Patients with both type 1 diabetes and CKD have an increased risk of adverse outcomes.,1,0,Press_Release
"â€œMetformin decreased the BMI z score and improved inflammatory and cardiovascular-related obesity parameters only in prepubertal children, but a differential effect of metformin was not observed in prepubertal compared to pubertal children.",1,0,Pubmed data.csv
"Gunman kills 1 , wounds 2 at accounting office",0,1,esl2
"A powerful 6 . 1 - magnitude earthquake struck the Indonesian province of Aceh with no tsunami warning issued A strong 6 . 1 - magnitude earthquake struck the northwestern Indonesian province of Aceh on Tuesday , the US Geological Survey said , sending people running into the streets in panic .",0,1,esl2
"The sinking resulted in the loss of 112 lives , including those of 28 Americans .",1,0,semeval
"The log truck caught fire after the collision , but the 35-year-old driver escaped before the cab became engulfed in flames .",1,0,semeval
"Although the reverse association was not found, MDD-R tends to be also associated with subsequent development of obesity, but larger studies  are needed to fully assess this issue.",1,0,Pubmed data.csv
"For example , the British had over 180,000 chemical weapons casualties during the war , and up to one-third of American casualties were caused by them .",1,0,altlex
"Among inpatients with AMI, the lowest mortality was observed in those  with postadmission serum potassium levels between 3.5 and <4.5 mEq/L compared with  those who had higher or lower potassium levels.",1,0,Haber
The 77-year-old is suffering from exhaustion and he will undergo medical tests .,1,0,semeval
Phenotypic heterogeneity and relatively small sample sizes may explain the lack of genome wide significant findings.,0,1,Pubmed data.csv
He also said that the price wars flaring up in parts of the computer industry will continue through next year.,0,1,ctb
Any potential commitment of government support should be an extraordinary event that requires the engagement of the Treasury Department and contains sufficient criteria to prevent cost to the taxpayer to the greatest extent possible.,1,0,because
My understanding of people's ideas about cooperation in Kamchatka was significantly enhanced by the opportunity to refer back to the game when explaining my thoughts and posing my questions.,1,0,Ssc
"In this large population-based study, statin exposure was significantly associated  with histologically confirmed IIM.",1,0,Haber
Lohan reportedly pulled up to Morningside in an SUV but the vehicle left without the actress ever getting out .,1,0,esl2
My first encounter in my luxurious hotels casino was the sound of a woman behind the roulette wheels screaming for joy after hitting the 12225 . 00 jackpot .,1,0,semeval
Take medicine to reduce sneezing and coughing from allergies .,1,0,semeval
