sentence,True Label,Predicted Label,source
"No additional increased risk of CMs was observed in children of men with TGCC treated
with radio- or chemotherapy.",causal,non-causal,Haber
"In the absence of external cooperative incentives, people often choose to rely selectively on others with whom they share a group membership (e.g., Brewer, 2000Brewer, , 2008;;Packer & Kugler, 2017).",causal,non-causal,Ssc
"When the same patients were admitted with similar diagnoses to hospitals in the
best performing quartile compared with the worst performing quartile for hospital readmission
performance, there is a significant difference in rates of readmission within 30 days",causal,non-causal,Haber
"Deputy Luis Gerardo ""Jerry"" Ortiz , 35 , was shot outside a Hawaiian Gardens apartment building while investigating Jose Luis Orozco in connection with another shooting .",causal,non-causal,esl2
The law established a major redistribution of territorial sovereignty within the Empire .,causal,non-causal,semeval
"Consistent with our second hypothesis, which predicts that relationship duration mediates the impact of tie strength on cooperation, we find that both the main effect of tie value and its interaction with the number of tie swaps are diminished, relative to Model 2. The main effect decreases by 64% (from −.069 to −.025), and the interaction with the number of tie swaps decreases by 65% (from .029 to .01).",causal,non-causal,Ssc
"In addition, results from the laboratory experiments reveal that subjects donate less when they are aware that an individual could have announced support but chose not to do so.",causal,non-causal,Ssc
An enhanced recovery program for patients after colorectal surgery appears to be feasible in a community hospital setting after having been shown to be successful in international and academic medical centers.,causal,non-causal,Press Release
Differences seemed more related to preoperative functional and nutritional status.,causal,non-causal,Pubmed
"In patients with type 2 diabetes, higher intake of PUFAs, in comparison with carbohydrates or saturated fatty acids, is associated with lower total mortality and cardiovascular disease mortality.",causal,non-causal,Haber
"However, the authors stress that the overall risk of severe problems is small and the results are significant only for women who have previously given birth - not for first-time mums.",causal,non-causal,Press Release
"I believe we have reached a consensus that we must establish a modern, regulatory structure to strengthen the safety and soundness of our institutions and discourage unsound practices and conduct.",causal,non-causal,because
"He said the blood was drawn well after Williams' arrest , meaning he could have been intoxicated when when officers pulled him over for speeding in his 2008 Bentley . City Attorney spokeswoman Gina Coburn told the Union - Tribune the case remains under review and is being investigated further .",causal,non-causal,esl2
"Children with S-ECC appear to have relatively poor nutritional health compared to caries-free controls, and were significantly more likely to have low  vitamin D, calcium, and albumin concentrations and elevated PTH levels.",causal,non-causal,Pubmed
"Women who exercise regularly spend as much time sitting as women who don't, according to a new Northwestern Medicine study.",causal,non-causal,Press Release
"I felt proud of myself, because thanks to me my two friends talked, and solved their problem.",causal,non-causal,Ssc
"This article goes some wat towards , identifying some of the conflicts arose from the previous and present agricultural development .",causal,non-causal,semeval
"Within a week of the dissolution of the last entity to run the Matanuska Maid Creamery , its building burned to the ground .",causal,non-causal,esl2
Most of the steam comes from a volcano ' s magma .,causal,non-causal,semeval
"Wladimir Klitschko retained his WBA , IBF and WBO heavyweight title belts by stopping American challenger Tony Thompson in the sixth round . The Ukrainian world champion extended his unbeaten run to eight years by overcoming 40 - year - old Thompson in Berne , Switzerland on Saturday .",causal,non-causal,esl2
"Property / casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.",causal,non-causal,ctb
Stella Liebeck is the woman who sued McDonalds after she suffered a serious burn after the spilling of a cup of coffee on her lap .,causal,non-causal,semeval
"Hiller told homicide detectives that her mounting frustration finally culminated in September , when she went on a shooting rampage through the Kraft Foods plant in Northeast Philadelphia , where she had worked for 15 years .",causal,non-causal,esl2
"That was more evident here than in any other city, said George Starke, who after his career as an offensive tackle with the Washington Redskins from 1973 to 1984 stuck around and decided to make this place more than his home.",causal,non-causal,because
"In early PD, weight gain was revealed over three years accompanied by an increase in FM and waist circumference.",causal,non-causal,Pubmed
Findings show that DNA methylation patterns in adipose tissue are associated with adiposity.,causal,non-causal,Haber
Medically underserved girls receive less frequent evaluation for short stature,causal,non-causal,Press Release
"We explore the experience of grief after the loss of a parent and offers support; we also make simple suggestions , and we provide a place for sharing memories .",causal,non-causal,semeval
The determination of the failure criteria of NIMV and the expertise of the team is critical for treatment success.,causal,non-causal,Pubmed
"This is the first study showing that type 1 diabetes is associated with compositional changes in gut microbiota. The significant differences in the number of Bifido-bacterium, Lactobacillus and Clostridium and in the Firmicutes to Bacteroidetes ratio observed between the two groups could be related to the glycemic level in the group with diabetes. Moreover, the quantity of bacteria essential to maintain gut integrity was significantly lower
in the children with diabetes than the healthy children",causal,non-causal,Haber
It ' s very rewarding and I get a great deal of enjoyment and satisfaction from mentoring .,causal,non-causal,semeval
Jim O'Brien was terminated from his position as head men's basketball coach at Ohio State University following the disclosure that he loaned a recruit's mother money .,causal,non-causal,esl2
"There were no significant association between current Helicobacter pylori infection
and different tobacco product user groups.",causal,non-causal,Haber
No arrests were made in that fire .,causal,non-causal,esl2
"Wladimir Klitschko stopped Tony Thompson in the sixth round to retain his WBA , IBF and WBO heavyweight title belts Saturday night . The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight .",causal,non-causal,esl2
"Higher numbers of partners among MSM syphilis patients were
associated with methamphetamine and Internet use.",causal,non-causal,Haber
"Improving the coordination of care for elderly patients with chronic diseases trims costs, reduces use of health services and cuts complications, according to a new RAND Corporation study.",causal,non-causal,Press Release
Cross-cultural communication and team-based care were reported as fundamental to successful preconception care in women with T2DM.,causal,non-causal,Pubmed
A tear or a crease changes the character of the surface more drastically than a mere deformation from roundness .,causal,non-causal,semeval
"Collectively, these informal sanctions provide a powerful mechanism for guiding social behavior.",causal,non-causal,Ssc
As a guitarist I get so much satisfaction from the playing and performing of music .,causal,non-causal,semeval
"The grief from sudden death is completely different from expected death , when families have time to prepare and say goodbye .",causal,non-causal,semeval
It was said throughout the investigation and trial that Lopez and Carrasquillo were targeting members of a rival gang when Horton and the two other victims killed and injured in the crossfire .,causal,non-causal,esl2
Study shows long term success rates for eradication of Barrett s esophagus after endoluminal therapies,causal,non-causal,Press Release
"Dietary diversity score is a valid indicator to evaluate micronutrient inadequacy in Chinese children, though there is still room for improvement of the method.",causal,non-causal,Pubmed
"Matanuska Maid Building Burns Down Alaska lost part of its history on Tuesday , when a pre - dawn blaze demolished the old Matanuska Maid Dairy warehouse building in Palmer .",causal,non-causal,esl2
The 77-year-old is suffering from exhaustion and he will undergo medical tests .,causal,non-causal,semeval
"Orozco , 29 , was found guilty by the same jury last month of first - degree murder with the special circumstances of murder of a police officer and possession of a firearm by a felon .",causal,non-causal,esl2
My earliest research interest stemmed from an internship at Tall Timbers .,causal,non-causal,semeval
"Although no significant mortality benefit was observed, the vitamin C protocol was not associated with patient harm.",causal,non-causal,Haber
Results corroborated past studies that indicated asthma disproportionately affects sexual minority populations,causal,non-causal,Haber
"Hence, this community-based overweight and obesity treatment program may help accommodate the need for improvements in treatment availability and accessibility.",causal,non-causal,Pubmed
"A hospital-based pneumonia diagnosis was associated with an increased risk of a cancer diagnosis, especially in the ensuing months, but the absolute risk was small.",causal,non-causal,Haber
Physiological and psychological impact of this type of event is still unclear.,causal,non-causal,Pubmed
A new study finds that pregnant women in Northern California have the highest PBDE flame retardant exposures reported to date among pregnant women worldwide.,causal,non-causal,Press Release
"John Jenkin , 23 , had been sectioned after an apparent suicide attempt in the week before the double murder . His sister Katie and mother Alice McMeekin were found dead at their home in Millom .",causal,non-causal,esl2
"Robert Buckley , 32 , fell about 2 , 000 feet while climbing to a small hut on Mount Sefton in the Aoraki - Mount Cook national park on Saturday , police said .",causal,non-causal,esl2
Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday.,causal,non-causal,ctb
"John Jenkin is due in court over the murders of Alice McMeekin , 58 , and Kathryn Jenkin , 20 . Detectives said Ms McMeekin and her daughter were found with head injuries .",causal,non-causal,esl2
Three people died in a burning bank as tens of thousands of protesters took to the streets of Athens during a general strike over the Greek government's planned spending cuts .,causal,non-causal,esl2
"The findings indicate that education, screening, and vaccination programs in those places could be particularly useful, according to public health researchers at the University of North Carolina at Chapel Hill, who authored the report.",causal,non-causal,Press Release
But not every run of the experiment produced the desired state - a very large number of failed tries accompanied each successful creation .,causal,non-causal,semeval
"However , Kulap quickly accelerated north and exited the PAR on the same evening , prompting the PAGASA to issued their final advisory on the system .",causal,non-causal,altlex
""" Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats, "" says Merrill Lynch food analyst William Maguire.",causal,non-causal,ctb
"Comeaux , 49 , escaped from a prison van in Baytown after he pulled a gun on two TDCJ officers driving him to another prison in Beaumont .",causal,non-causal,esl2
"Rewards totaling $30 , 000 are offered for information leading to Texas prison escapee Arcade Joseph Comeaux Jr . Department of Corrections spokeswoman Michelle Lyons said Thursday that the convicted sex offender was still on the run .",causal,non-causal,esl2
Despite the interesting balance of incentives provided by introducing competition in the workplace -on one hand individual workers may exert more effort to win promotion or make more money while on the other overall production might suffer because of the lack of cooperation among workers -there has been remarkably little empirical work estimating the effect of competition on workplace cooperation.,causal,non-causal,Ssc
"Saosin shook himself off , coughing from inhaling the smoke , and then stood up in an awkward fashion .",causal,non-causal,semeval
One of these papers which was published in the journal Climate Research turned out to be so badly flawed that the scandal resulted in the resignation of the editor-in-chief .,causal,non-causal,semeval
We began to reverse the damage to one of the greatest rivers in the state caused by the construction of a dam nearly 70 years ago .,causal,non-causal,semeval
The financial turmoil that began last summer has impeded the ability of the financial system to perform its normal functions and has adversely affected the broader economy.,causal,non-causal,because
"The tsunami was generated by an undersea landslide , which was triggered by the earthquake .",causal,non-causal,semeval
"Thus, we conclude that visceral fat area is positively associated with the prevalence of CRC.",causal,non-causal,Pubmed
"Brushing the air with both hands and coughing from the dust , it settled on both vehicles .",causal,non-causal,semeval
"Japan was planning to take over European colonies in Asia while they were weak , and the Soviet Union could feel a danger from Germany , so a non-aggression pact ( which was an agreement that both countries would not attack each other ) between the two was signed in April 1941 .",causal,non-causal,altlex
Two million euro jewellery heist in central Paris Thieves pulled off a two million - euro jewellery heist in central Paris on Monday morning after smashing their car through the store's front window .,causal,non-causal,esl2
His trademark steam-engine puffing is revealed as a sound made by a viper spitting venom at his prey before swallowing her whole .,causal,non-causal,semeval
"We have a program that's going to get us through this period, and we are working to do things to help that securitization market become more vital.",causal,non-causal,because
Peaceful protest for Kimani Gray turned chaotic tonight as 100 people rioted and threw bottles at officers,causal,non-causal,esl2
We estimate a wind speed associated with the devastation caused by the tornado .,causal,non-causal,semeval
"During the same time period, the weight gain of very preterm infants improved, significantly.",causal,non-causal,Pubmed
"Project Healthy Schools, a middle school intervention to improve childhood cardiovascular risk factors, is feasible and seems to be effective.",causal,non-causal,Haber
"John Jenkin , 23 , was arrested near the terraced house where Alice McMeekin , 58 , and Katie Jenkin , 20 , and a dead dog , thought to be the family's pet collie , were discovered A goth was being questioned on suspicion of murder yesterday after his mother and sister were found dead at home .",causal,non-causal,esl2
"Of the bombs that landed inside the camp , one detonated about a quarter mile from the NP compound .",causal,non-causal,esl2
The longest and largest study of the effectiveness of insulin pumps to treat type 1 diabetes in children has shown that the pumps are more effective at controlling blood sugar than insulin injections and cause fewer complications.,causal,non-causal,Press Release
Chargers defensive tackle Jamal Williams was arrested early Sunday for suspicions of driving under the influence . He was given a blood alcohol test but the results have not been revealed .,causal,non-causal,esl2
"Although there are several limitations to this study, the strength and  consistency of the results, together with their biological plausibility, suggest a causal link.",causal,non-causal,Haber
Upgrading to primary enforcement no  longer appears protective for motor vehicle crash death rates.,causal,non-causal,Haber
Dehydration is one of the lead causes of death in the world due to dirty water and felt this should be emphasized in global charity documentation .,causal,non-causal,semeval
Sensitive pets experience rashes and discomfort from ticks and fleas .,causal,non-causal,semeval
"In this retrospective observational study, staffing of RNs below target levels was associated with increased mortality, which reinforces the need to match staffing with patients’ needs for nursing care",causal,non-causal,Haber
Frequent loneliness was not significantly associated with mortality from ischemic heart disease but more than doubled the odds of mortality from other ailments of the circulatory system in models controlling for age and gender.,causal,non-causal,Haber
Primary wholesale markets are held in a fixed place and transact daily a large volume of business emanated from the village markets .,causal,non-causal,semeval
A trial date's been set for a Millom man accused of murdering his mother and sister .,causal,non-causal,esl2
"When adjusted for differences in patient characteristics, young and middle-aged adults have 30-day readmission rates that are similar to elderly patients for HF, AMI, and pneumonia.",causal,non-causal,Haber
"By far the strongest association was between alcohol intake and an increased risk of breast cancer. Of the other 17 intakes examined, higher intakes of fruit and fibre were associated with lower risks of breast cancer, but it is unclear whether or not these associations are causal.",causal,non-causal,Haber
"Lindsay Lohan has checked into rehab in Newport Beach , Calif . , and will remain there for the time being , pending an investigation of the facility she chose .",causal,non-causal,esl2
"This study suggests that low Apgar score is associated with higher risk of ASD, and in particular AD.",causal,non-causal,Haber
"In a country with free access to health care, the socioeconomic factors such as middle age, low education, and low income were associated with nonattainment of goals for diabetes care.",causal,non-causal,Pubmed
Horton was shot and killed in October 2011 when gunfire erupted outside . . .,causal,non-causal,esl2
Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before.,causal,non-causal,ctb
Better diet quality at midlife appears strongly linked to greater health and well-being among those surviving to older ages.,causal,non-causal,Haber
"""The outage initially affected all SEACOM traffic to Europe , however SEACOM was able to restore some services by Saturday afternoon [ 8 October 2011 ] . """,causal,non-causal,esl2
However Susanoo was in sorrow after the loss of his mother and he was raging in his kingdom .,causal,non-causal,semeval
Comeaux was serving life in prison for aggravated sexual assault out of Brazos County .,causal,non-causal,esl2
New research from Brigham and Women's Hospital (BWH) has brought to light the importance of the role of a primary care physician in a population of diabetes patients.,causal,non-causal,Press Release
"Lopez was allegedly targeting members of the Young Goon gang , who had a seven - year beef with the 8 Block crew he belonged to .",causal,non-causal,esl2
"However , it remains unclear whether a judge will accept her placement at the center , whose location was not revealed publicly , the Associated Press reported , quoting her lawyer Mark Heller as saying on May 2 that prosecutors have not approved it yet . One of them told the judge he needed more time to investigate the place and the judge has given him a May 10 deadline , the news wire said .",causal,non-causal,esl2
"We did not find any clinically relevant differences in the lipid profile, CRP, fasting blood glucose and other markers of atherosclerosis, between long-term consumption of red and white wine.",causal,non-causal,Pubmed
We observed higher total all-cause health care costs among T2DM patients with a fixed copay (vs. coinsurance) pharmacy benefit.,causal,non-causal,Pubmed
"We present the first evidence of an association between air pollution in early life  and RHD. Although there are several limitations to this study, the strength and  consistency of the results, together with their biological plausibility, suggest a  causal link.",causal,non-causal,Haber
"Thompson was trying his best to survive , but then a vicious two - handed assault sent Thompson down for the second time . To his credit , he managed to rise to his feet , but the referee then waved it off .",causal,non-causal,esl2
"Among those going under the knife, researchers discovered that the month surgery occurred had an insignificant impact on patient outcomes.",causal,non-causal,Press Release
Tobacco product harm perceptions are associated with beliefs about tobacco product regulation by the FDA.,causal,non-causal,Haber
The reference signal was generated from an auxiliary photomultiplier (RCA 1P28) with a quantum counter .,causal,non-causal,semeval
"Because Columbia now must sell the bonds within five years, accounting rules require the thrift to value the bonds at the lower of cost or market prices.",causal,non-causal,ctb
Poor chronic nutritional status was associated with increased pathogen carriage in children <5 years of age.,causal,non-causal,Pubmed
"Current azithromycin use was associated with an increased risk of ventricular arrhythmia when compared with nonuse of antibiotics, but not when compared with current amoxicillin use.",causal,non-causal,Haber
The poet Essex Hemphill conquered sorrow after the loss of a friend by taking up the cause of that friend .,causal,non-causal,semeval
"In September 1962 , photo interpreters from the Defense Intelligence Agency ( DIA ) noticed that Cuban surface-to-air missile sites were arranged in a pattern similar to those used by the Soviet Union to protect its ICBM bases , leading the wary Agency to lobby for the resumption of U-2 flights over the island .",causal,non-causal,altlex
"In the game, a leader usually emerged and the leader's pleadings for cooperation were harder to ignore because all the players had experienced the results of greedy play.",causal,non-causal,Ssc
On Monday a group of about 130 people were marching toward the 67th Police Precinct station when about two dozen young protesters splintered off — drawing riot police — and trashed a Rite Aid .,causal,non-causal,esl2
"Seacom's business customers , including commercial Internet Service Providers , have had their services restored via alternative routes , Seacom announced today Subsea cable operator Seacom announced on Twitter today ( 14 October 2011 ) that they have restored all their business customers on alternate routes following an outage expected to extend into next week .",causal,non-causal,esl2
The Pilates method could be used as an alternative to improve mood disorders in overweight/obese individuals.,causal,non-causal,Pubmed
King said after the Sixers were eliminated in the first round of the playoffs by Detroit that he planned to bring O'Brien back .,causal,non-causal,esl2
"Zurana Horton , 34 , was killed on Oct . 21 , 2011 while walking near an intersection in Brownsville after 2 p . m . Andrew Lopez , 20 , is the accused gunman who sprayed gunfire from a rooftop .",causal,non-causal,esl2
Short-term disability and long-term disability benefits are available at no cost to USTelecom employees .,causal,non-causal,semeval
The Obama administration supports ending the use of antibiotics for growth and feed efficiency in food animals .,causal,non-causal,semeval
"Comeaux ’ s escape is all the more surprising since authorities had mistakenly believed he was paralyzed following a stroke , and was wheelchair bound .",causal,non-causal,esl2
Sudan 'bombs refugees' in South Sudan's Unity state South Sudanese officials have condemned Sudan after an aerial bombardment of a refugee camp in their territory .,causal,non-causal,esl2
"Lohan had checked into Morningside Recovery Center Thursday morning , but then left because “ she was not happy with the place , ” her father said .",causal,non-causal,esl2
They were trapped in the stairwell of the 3rd floors while trying to flee the fire broken out two floors below .,causal,non-causal,esl2
"That sale, however, could still fall through if financing problems develop. Thus, it remains crucial for RJR to obtain top dollar for its smaller assets like the candy brands.",causal,non-causal,ctb
"Pro-choicers say the ban on IDEs is inconsistent with Roe , because the procedure can be used to abort pre-viable fetuses.",causal,non-causal,because
"In conclusion, we found no evidence that co-existing CD influences survival in individuals with LPM.",causal,non-causal,Haber
"That aid bonanza was granted to reward Mubarak's predecessor, Anwar Sadat, for signing a peace treaty with Israel.",causal,non-causal,because
The findings from this prospective study support the use of nutritional assessment in inpatients to predict PU risk and target appropriate interventions.,non-causal,causal,Pubmed
"The company said 80 % of its auction business is usually conducted in the second and fourth quarters, with the current quarter having begun "" extremely well. """,non-causal,causal,ctb
One tablet per quart was dropped into a canteen and made the water safe to drink .,non-causal,causal,semeval
"Chargers' Jamal Williams arrested on DUI suspicion Chargers defensive tackle Jamal Williams was arrested on suspicion of drunken driving , the team's second such arrest in less than a month .",non-causal,causal,esl2
Survival rates for premature babies in high level NICUs are better than previously reported,non-causal,causal,Press Release
"Entering the fissure created by the meteor ' s impact , Sephiroth merged with all the energy of the planet , granting him god-like power over it .",non-causal,causal,semeval
The purpose of this article is to report the findings of a study on the effects of the federal truth-in-lending legislation .,non-causal,causal,semeval
"In addition , herd bulls supply half of the genetics to all the calves he sires; therefore , bull selection can be the most powerful method of genetic improvement in the herd .",non-causal,causal,semeval
"Among obese patients receiving care in the VA health system, those who underwent bariatric surgery compared with matched control patients who did not have surgery had lower all-cause mortality at 5 years and up to 10 years following the procedure.",non-causal,causal,Haber
""" There are a lot more downward revisions of earnings forecasts than upward revisions, "" said Abby Joseph Cohen, a market strategist at Drexel Burnham Lambert. "" People are questioning corporate profits as a pillar of support for the equity market. """,non-causal,causal,ctb
"However , that was not for too long as vigorous convection persisted over the well defined LLCC with tightly curved banding wrapped in , Sonca continued to strengthen gradually and the JTWC reported winds of at least near the center .",non-causal,causal,altlex
"Isolated fractures of the shaft of the ulna , without other fractures , often result when the forearm is raised to fend off a blow .",non-causal,causal,semeval
"The follow-up independent t-tests (Table 1) revealed that MAOA-L carriers exhibited significantly lower beliefs about others' contribution in stage one (P~0:013), stage two (P~0:037), and stage three (P~0:039), but not in stage four (P~0:421).",non-causal,causal,Ssc
Major fire at supermarket,non-causal,causal,esl2
"A reduced risk of dementia was associated with early- (RR 0.57; 95% CI 0.36–0.90), adult- (RR 0.60; 95% CI 0.42–0.87), and latelife (RR 0.52; 95% CI 0.37–0.73) reserve-enhancing latent factors in separate multivariable Cox models.",non-causal,causal,Haber
A seemingly orthodox person has departed into serious error .,non-causal,causal,semeval
"We assume that the energy release from the charge is pot instantaneous , but it depends on time .",non-causal,causal,semeval
Highlights 	The breast milk of mothers taking the immunosuppressant tacrolimus contains only very low levels of the drug.,non-causal,causal,Press Release
The multifactorial nature of ARI severity and vitamin A status highlights the need for a comprehensive approach to public health programmes to address ARI.,non-causal,causal,Pubmed
"However, resolution of pain among residents experiencing moderate-to-severe pain was still problematic.",non-causal,causal,Pubmed
Hypertension appears to be associated with a doubling of the risk of future ESRD in an otherwise healthy adolescent population,non-causal,causal,Haber
"Breaking News - Three People Shot in Office Shooting in Suburban Detroit There is breaking news out of Troy , Michigan , a suburb of Detroit .",non-causal,causal,esl2
"But the Germans pushed the French back at the frontiers , and the British held the Germans back at Mons , but afterwards they also fell back to join up with the retreating French army , until they were stopped at the river Marne .",non-causal,causal,altlex
The setup was put inside a chimney in order to enhance the natural convection cooling .,non-causal,causal,semeval
The size of a tree crown is strongly correlated with the growth of the tree .,non-causal,causal,semeval
"Larger studies are warranted to verify the impact of obesity on outcomes and to elucidate any underlying clinicopathologic/biologic factors.""",non-causal,causal,Pubmed
"This is an absorbing book , diminished by the choppy way Ackerman balances Antonina ' s account with the larger story of the Warsaw Holocaust .",non-causal,causal,semeval
"Clonal hematopoiesis with somatic mutations is readily detected by means of DNA sequencing, is increasingly common as people age, and is associated with increased risks of hematologic cancer and death.",non-causal,causal,Haber
Study findings can impact pediatric chronic disease management to improve care for children with these conditions.,non-causal,causal,Pubmed
"Convicted of second - degree murder and assault in the first degree , Lopez , 20 , faces a potential sentence of life in prison when he is sentenced by Justice Vincent Del Giudice . In October 2011 , Lopez and his co - defendant and half - brother Jonathan Carrasquillo , 24 , were arrested in connection with a shooting in Brownsville's Howard housing projects .",non-causal,causal,esl2
"Horton pushes a child out of the way , grips her chest , then collapses to the ground next to a pool of her own blood .",non-causal,causal,esl2
Accused Philadelphia Kraft Foods Killer Held For Trial The woman who allegedly shot and killed two co - workers in September at the Kraft Foods plant in Northeast Philadelphia will face trial on multiple counts of murder and attempted murder .,non-causal,causal,esl2
"A powerful earthquake in Indonesia's Aceh province flattened buildings and sparked landslides Tuesday , killing at least five people and injuring dozens in a region devastated by the quake - triggered tsunami of 2004 . It destroyed houses in the district , some 320 kilometers from the provincial capital Banda Aceh , and triggered several landslides .",non-causal,causal,esl2
Antibiotic exposure in infancy is associated with an increased risk of asthma up to adolescence,non-causal,causal,Haber
Our study showed that the impact of the ACA expansion on health care  expenditures differed by race/ethnicity,non-causal,causal,Haber
"Among 20 723 PCPs, the payment increase had no association with PCP participation in Medicaid or Medicaid service volume.",non-causal,causal,Haber
"It is settled that the argument of theodicy is from an academical source which is not only not epicurean , but even anti-epicurean .",non-causal,causal,semeval
The old geological theory explained mountains as wrinkles made by the Earth shrinking as it cools down .,non-causal,causal,semeval
HIV-infected men have higher mortality on ART than women in South African programmes,non-causal,causal,Haber
Grapefruit juice causes more of these drugs to enter the blood .,non-causal,causal,semeval
The advent of genetic diagnosis will redefine the syndrome with likely effects on the prognosis of the defined group.,non-causal,causal,Pubmed
A 7-month-old baby was locked in a 2-by-3 foot cedar chest hidden underneath her aunt ' s bed for 12 hours before police found her Wednesday .,non-causal,causal,semeval
"In contrast to experiments where reputation is information about behavior in previous periods of the game, our experiment contains an endogenous reputation system.",non-causal,causal,Ssc
"Gang member guilty in slay of Brooklyn mom of 12 Andrew Lopez , 20 was found guilty in murder of Zurana Horton .",non-causal,causal,esl2
A federal appeals court has reinstated his state convictions for securities fraud. In nineteen ninety-one Charles Keating was convicted in state court of helping to defraud thousands of investors who bought high risk junk bonds sold by Keating's employees at Lincoln savings and loan.,non-causal,causal,ctb
Lactic acid is made from dextrose by fermentation .,non-causal,causal,semeval
A major factor in the third-quarter loss was the write-down of $ 143.6 million of goodwill.,non-causal,causal,ctb
"Jerry Steinman, publisher of Beer Marketers Insights, a trade newsletter, said Anheuser's announcement means "" everybody else in the industry is going to have a difficult time reaching their profit objectives. """,non-causal,causal,ctb
"By identifying these characteristics, we  can develop programs and materials that meet these populations needs and behaviors, ultimately increasing mammography screening and follow-up rates among  underserved populations.""",non-causal,causal,Pubmed
They packed the sketch into a thick stiff cardboard sleeve so that it wouldn ' t get bent .,non-causal,causal,semeval
"But when one of them suffers a stroke caused by a clot in their brain, some emergency teams might hesitate to give a powerful clot-busting medication called tPA -- for fear that the combination of drugs might cause dangerous brain bleeding.",non-causal,causal,Press Release
Debt-to-income ratios are referred to as the guidelines that are used by mortgage lenders in order to determine your maximum mortgage amount .,non-causal,causal,semeval
Performance incentives and external influences were more powerful modifiers of practice behaviours than the POC device in relation to CVD risk assessment completion.,non-causal,causal,Pubmed
"It - It just blew up in the air, and then we saw two fireballs go down to the, to the water, and there was a big small, ah, smoke, from ah, coming up from that.",non-causal,causal,ctb
"A refugee camp was the target of an air strike in South Sudan's Unity state on Thursday , less than 50 km ( 30 miles ) from the tense border with Sudan , a Reuters witness said .",non-causal,causal,esl2
"While an objective measure of adherence exists, PAP usage does not allow for measure of sleep improvement.",non-causal,causal,Pubmed
Investigations had indicated the fire started from the airconditioners because on arrival that was the area engulfed .,non-causal,causal,semeval
"The merchant facilitates attacks using fake or modified terminals , towards tapping both the financial data stored on the cards as well as the pin of the cardsholders .",non-causal,causal,semeval
"Mr. Drabinsky, who would have had the right to vote those shares for two years, said the purchase, subsequently rejected by regulators, was aimed at consolidating his control of the company.",non-causal,causal,ctb
"The aeroplane was withdrawn from that duty and confined to low-level flying , where it became a success .",non-causal,causal,semeval
"Since relative intensity is part of the current PA recommendation, it should be considered when assessing population PA and associated health risks in the older  adults.",non-causal,causal,Pubmed
"In an official statement from Seacom said that their initial estimates were that it would take 12 days to repair the cable , depending on weather conditions .",non-causal,causal,esl2
The precautionary principle insists on certainty that a technology is not harmful before it can be used .,non-causal,causal,semeval
His lung function remained stable after complete removal from exposure to metalworking fluids .,non-causal,causal,semeval
"A refugee camp in South Sudan's Unity state was bombed on Thursday , South Sudan officials and witnesses said , threatening to raise tensions with Sudan . Sudan's armed forces denied they carried out the strike .",non-causal,causal,esl2
Treatment-related increases in total hip BMD are associated with reduced fracture risk,non-causal,causal,Haber
The idea is the heatsink removes the heat from the CPU and the fan blasts the heatsink with the surrounding air cooling it down .,non-causal,causal,semeval
"Lindsay Lohan checks into rehab to begin 90 - day stint , lawyer says Lindsay Lohan has checked into a rehab facility to begin a 90 - day court - ordered stint , handed down as part of a sentence for a 2012 car crash case .",non-causal,causal,esl2
"In therapeutic hypothermia, a patient's body temperature is cooled to 33 degrees Celsius following resuscitation from cardiac arrest, in order to slow the brain's metabolism and protect the brain against the damage initiated by the lack of blood flow and oxygenation.",non-causal,causal,Press Release
"In the unanimity condition, the sanction was only executed when it was requested by all three remaining group members.",non-causal,causal,Ssc
"Clinicians should recognize that an array of factors may contribute to gait and physical dysfunction in older adults with type 2 diabetes, and be prepared to assess and intervene appropriately.",non-causal,causal,Pubmed
"Lyons said that Comeaux used a wheelchair in prison – he ""claimed it was necessary for his mobility"" – and added , ""Since he fled on foot , that's obviously in question . "" Described as a 6 - feet tall and weighing approximately 200 pounds , Lyons warned that Comeaux knows the area where he escaped well and could have family nearby .",non-causal,causal,esl2
The stabilising effects on the glenohumeral joint of each of the rotator-cuff muscles and of the biceps were studied with the arm in abduction and external rotation in 13 cadaver shoulders .,non-causal,causal,semeval
The next two generations have departed into an uncertain future survival without Mother .,non-causal,causal,semeval
"We also passed a wake of turkey buzzards , and I was again glad to not be driving , because my car and I both have shaky nerves still , from the Great Turkey Buzzard Incident of ' 08 .",non-causal,causal,semeval
16 HP onan engine blew oil into the air filter .,non-causal,causal,semeval
The principal hazard facing the publisher with respect to reviews is getting panned by an honest book reviewer or scammed by a phony book reviewer .,non-causal,causal,semeval
Nonobstructive coronary artery disease (CAD) is atherosclerotic plaque that would not be expected to obstruct blood flow or result in anginal symptoms (such as chest pain).,non-causal,causal,Press Release
There is a gulp of cormorants that scavenge this stretch of the Sacramento River where I usually kayak .,non-causal,causal,semeval
He was given a blood alcohol test but the results have not been revealed . He was taken to the County jail where he was booked and released on bail .,non-causal,causal,esl2
